DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,72,$29772.36,$7889.98,$6689.79
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230080,CENTRAL MICHIGAN COMMUNITY HOSPITAL,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,MI - Lansing,18,$15415.44,$5956.11,$4575.61
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,26,$15211.69,$6663.69,$5311.84
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,39,$17985.53,$6960.46,$5876.15
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit,36,$22160.22,$12210.86,$11156.75
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,MI - Lansing,14,$21047.14,$7213.85,$6088.71
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,197,$25443.24,$8597.47,$7433.43
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,MI - Flint,33,$30289.39,$11386.24,$9791.90
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,111,$20126.48,$8363.82,$7435.42
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,29,$20754.89,$7419.82,$6470.10
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,64,$16374.54,$7066.37,$6249.45
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,67,$15739.14,$9426.40,$8572.37
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,120,$16580.59,$7587.99,$6201.07
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,160,$22660.31,$8994.91,$8062.13
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,51,$25941.74,$8014.82,$7137.01
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,5450 FORT STREET,TRENTON,MI,48183,MI - Dearborn,31,$23469.19,$7731.80,$6751.03
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,MI,48617,MI - Lansing,14,$12364.21,$6506.00,$5704.28
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230193,LAPEER REGIONAL MEDICAL CENTER,1375 N MAIN ST,LAPEER,MI,48446,MI - Flint,15,$17205.80,$6671.06,$5702.80
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,97,$21366.44,$7586.77,$6535.00
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,127,$18216.59,$8751.00,$7762.69
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230207,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,MI,48342,MI - Pontiac,17,$17616.94,$10633.64,$9642.35
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230208,CARSON CITY HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,MI - Lansing,12,$9962.66,$8468.83,$7533.50
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,65,$18684.70,$6917.90,$5821.16
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,45,$14295.88,$7499.11,$6576.17
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,57,$13717.31,$7280.05,$6433.38
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,82,$34388.29,$8596.57,$7774.52
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230241,ST JOHN RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,MI - Detroit,15,$11060.00,$6445.66,$5544.33
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,45,$14096.82,$8331.46,$7458.13
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,50,$19000.00,$6954.42,$5964.02
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230259,CHELSEA COMMUNITY HOSPITAL,775 S MAIN ST,CHELSEA,MI,48118,MI - Ann Arbor,16,$16840.43,$6762.06,$5638.06
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,80,$25331.33,$7038.73,$5993.16
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230270,OAKWOOD HERITAGE HOSPITAL,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,MI - Dearborn,17,$21286.05,$6887.35,$6079.64
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,MI - Detroit,49,$39802.48,$11539.65,$10655.40
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,48382,MI - Pontiac,31,$18902.70,$7618.22,$6641.58
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,40,$26578.77,$6248.67,$5491.77
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,33,$12507.90,$4712.75,$3792.39
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,55,$19192.00,$6278.43,$5122.03
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,58,$16126.25,$5785.91,$4913.70
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit,28,$14924.85,$7361.42,$6314.85
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,32,$19847.93,$6812.93,$5288.56
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801,MI - Lansing,16,$12591.56,$6126.68,$5212.93
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,GREENVILLE,MI,48838,MI - Grand Rapids,16,$11099.06,$5018.31,$3963.06
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,27,$18551.18,$4702.81,$3786.37
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,54,$23643.81,$9576.87,$6343.07
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,59,$11082.52,$5285.20,$3938.55
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,40,$25321.85,$7511.72,$6588.97
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,MI - Ann Arbor,17,$16273.35,$5972.05,$4039.41
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,28,$13129.89,$5786.42,$4075.25
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,61,$20122.73,$5197.11,$4257.50
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230080,CENTRAL MICHIGAN COMMUNITY HOSPITAL,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,MI - Lansing,14,$12004.21,$4577.14,$3696.85
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,13,$13398.61,$5006.76,$3966.76
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,21,$14053.04,$4732.23,$3929.76
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit,21,$19253.47,$8481.80,$7409.80
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,56,$19068.33,$6106.67,$4950.12
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,25,$15908.92,$6132.60,$4784.72
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,26,$17904.73,$5206.26,$4255.80
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,22,$13276.59,$5424.90,$4156.00
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,20,$14176.40,$6819.60,$5807.20
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,65,$14055.92,$5316.15,$4194.53
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,30,$18325.03,$6715.86,$5307.70
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,32,$18582.87,$5474.53,$4490.03
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,5450 FORT STREET,TRENTON,MI,48183,MI - Dearborn,12,$12578.50,$5341.75,$4589.75
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,29,$18290.41,$5486.79,$4517.55
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,24,$14042.87,$6237.58,$5163.41
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,25,$14681.56,$4840.20,$3565.76
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,44,$13648.77,$5517.84,$4546.75
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,19,$12028.05,$5497.10,$4666.36
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,96,$22298.87,$6069.27,$5076.64
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,24,$11573.83,$5875.66,$5080.50
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,33,$14585.93,$5348.57,$3846.78
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,61,$19778.00,$5099.91,$3943.04
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230270,OAKWOOD HERITAGE HOSPITAL,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,MI - Dearborn,11,$17135.27,$5081.36,$4263.90
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,MI - Detroit,28,$24872.14,$8139.14,$7179.14
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,48382,MI - Pontiac,15,$13508.40,$5391.60,$4268.13
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,21,$18798.28,$5201.00,$3173.19
069 - TRANSIENT ISCHEMIA,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,119,$11418.25,$4349.66,$3361.41
069 - TRANSIENT ISCHEMIA,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,149,$17386.48,$5516.43,$4356.08
069 - TRANSIENT ISCHEMIA,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,101,$15408.21,$5270.34,$4327.49
069 - TRANSIENT ISCHEMIA,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit,62,$14980.56,$6656.16,$5860.54
069 - TRANSIENT ISCHEMIA,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,88,$16272.68,$5844.60,$4625.00
069 - TRANSIENT ISCHEMIA,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801,MI - Lansing,15,$9094.46,$5505.00,$4457.00
069 - TRANSIENT ISCHEMIA,230031,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,MI - Detroit,38,$9951.21,$4209.13,$3065.42
069 - TRANSIENT ISCHEMIA,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,91,$14925.13,$4205.90,$3284.10
069 - TRANSIENT ISCHEMIA,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,47,$15922.59,$6707.25,$5822.91
069 - TRANSIENT ISCHEMIA,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,137,$10282.13,$4678.85,$3588.43
069 - TRANSIENT ISCHEMIA,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,50,$19245.64,$6693.52,$5727.20
069 - TRANSIENT ISCHEMIA,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,MI - Ann Arbor,43,$14296.37,$5449.74,$3636.11
069 - TRANSIENT ISCHEMIA,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,146,$13230.22,$4743.15,$3736.22
069 - TRANSIENT ISCHEMIA,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,26,$20231.15,$4699.00,$3746.07
069 - TRANSIENT ISCHEMIA,230080,CENTRAL MICHIGAN COMMUNITY HOSPITAL,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,MI - Lansing,12,$9243.16,$4161.83,$3218.50
069 - TRANSIENT ISCHEMIA,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,38,$11470.31,$4448.18,$3532.28
069 - TRANSIENT ISCHEMIA,230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,WEST BRANCH,MI,48661,MI - Saginaw,14,$5008.07,$4430.00,$3466.57
069 - TRANSIENT ISCHEMIA,230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,40,$11921.42,$4324.75,$3508.85
069 - TRANSIENT ISCHEMIA,230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit,71,$18724.66,$7851.95,$6810.66
069 - TRANSIENT ISCHEMIA,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,133,$17967.97,$5470.10,$4299.02
069 - TRANSIENT ISCHEMIA,230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,MI - Flint,52,$18842.15,$6923.76,$6038.00
069 - TRANSIENT ISCHEMIA,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,143,$13678.06,$5351.32,$4448.58
069 - TRANSIENT ISCHEMIA,230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,34,$14346.52,$4686.23,$3828.11
069 - TRANSIENT ISCHEMIA,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,100,$10263.62,$4557.93,$3694.93
069 - TRANSIENT ISCHEMIA,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,67,$9468.41,$5955.89,$5203.71
069 - TRANSIENT ISCHEMIA,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,110,$12879.06,$4948.41,$3680.69
069 - TRANSIENT ISCHEMIA,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,116,$16380.72,$5881.37,$4834.50
069 - TRANSIENT ISCHEMIA,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,64,$19704.67,$5106.67,$4078.51
069 - TRANSIENT ISCHEMIA,230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,5450 FORT STREET,TRENTON,MI,48183,MI - Dearborn,44,$14952.61,$5009.79,$3858.43
069 - TRANSIENT ISCHEMIA,230193,LAPEER REGIONAL MEDICAL CENTER,1375 N MAIN ST,LAPEER,MI,48446,MI - Flint,38,$14533.89,$4339.60,$3285.73
069 - TRANSIENT ISCHEMIA,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,115,$14126.83,$4900.06,$3895.00
069 - TRANSIENT ISCHEMIA,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,44,$13589.75,$5605.61,$4605.88
069 - TRANSIENT ISCHEMIA,230207,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,MI,48342,MI - Pontiac,25,$13061.52,$6884.00,$6028.80
069 - TRANSIENT ISCHEMIA,230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,109,$13110.11,$4312.68,$3371.50
069 - TRANSIENT ISCHEMIA,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,34,$10716.52,$4933.32,$3974.38
069 - TRANSIENT ISCHEMIA,230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,87,$12451.82,$4969.50,$3985.56
069 - TRANSIENT ISCHEMIA,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,85,$17104.95,$5471.78,$4448.58
069 - TRANSIENT ISCHEMIA,230241,ST JOHN RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,MI - Detroit,17,$9733.41,$4177.64,$3186.35
069 - TRANSIENT ISCHEMIA,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,36,$10551.05,$5340.55,$4420.05
069 - TRANSIENT ISCHEMIA,230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,66,$15933.74,$4424.25,$3524.92
069 - TRANSIENT ISCHEMIA,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,105,$16658.82,$4675.03,$3528.50
069 - TRANSIENT ISCHEMIA,230270,OAKWOOD HERITAGE HOSPITAL,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,MI - Dearborn,25,$13360.00,$4502.40,$3601.92
069 - TRANSIENT ISCHEMIA,230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,MI - Detroit,21,$19257.80,$7219.14,$6259.52
069 - TRANSIENT ISCHEMIA,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,48382,MI - Pontiac,19,$15414.68,$4999.52,$3645.05
